epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,300.057,0.70267,0.56325,0.87367,0.66971,0.84192,0.87316,0.76933,0.59202,0.44596,0.8444,0.0098218,0.0098218,0.0098218
182,301.596,0.71473,0.55836,0.8827,0.66109,0.84746,0.87851,0.76218,0.67962,0.46389,0.86428,0.00982081,0.00982081,0.00982081
183,303.108,0.72501,0.54249,0.89115,0.77507,0.72613,0.87073,0.75885,0.61154,0.45114,0.85127,0.00981982,0.00981982,0.00981982
184,304.601,0.69419,0.55799,0.88455,0.77251,0.74572,0.86864,0.75424,0.6295,0.44758,0.86224,0.00981883,0.00981883,0.00981883
185,306.257,0.70053,0.55152,0.89078,0.6794,0.8164,0.87573,0.76443,0.63851,0.45596,0.85504,0.00981784,0.00981784,0.00981784
186,308.006,0.70532,0.55992,0.88539,0.62845,0.8747,0.87993,0.76668,0.61175,0.44962,0.8538,0.00981685,0.00981685,0.00981685
187,309.528,0.67847,0.53933,0.86456,0.64455,0.85965,0.88308,0.77239,0.59922,0.44853,0.84991,0.00981586,0.00981586,0.00981586
188,311.036,0.71169,0.54917,0.88502,0.65492,0.81994,0.88568,0.77619,0.63118,0.46154,0.86007,0.00981487,0.00981487,0.00981487
189,312.528,0.73685,0.57392,0.89413,0.66292,0.88535,0.88004,0.76697,0.60379,0.45751,0.85177,0.00981388,0.00981388,0.00981388
190,314.085,0.69718,0.57858,0.88666,0.63074,0.86914,0.86739,0.76605,0.62322,0.47286,0.85861,0.00981289,0.00981289,0.00981289
191,315.609,0.70002,0.55622,0.89997,0.65877,0.86915,0.88352,0.78025,0.62673,0.46588,0.85338,0.0098119,0.0098119,0.0098119
192,317.18,0.7028,0.56545,0.88378,0.67177,0.83887,0.87842,0.76801,0.60157,0.46925,0.85007,0.00981091,0.00981091,0.00981091
193,318.765,0.71282,0.5661,0.88362,0.66496,0.87359,0.86414,0.7581,0.59558,0.47045,0.84539,0.00980992,0.00980992,0.00980992
194,320.385,0.69751,0.58664,0.8816,0.67052,0.85253,0.86213,0.77118,0.61327,0.47294,0.84814,0.00980893,0.00980893,0.00980893
195,321.933,0.69082,0.55599,0.88064,0.71743,0.80233,0.8709,0.78101,0.59756,0.46151,0.84843,0.00980794,0.00980794,0.00980794
196,323.509,0.66063,0.55531,0.86824,0.59867,0.84589,0.85094,0.74931,0.60374,0.45563,0.84809,0.00980695,0.00980695,0.00980695
197,324.997,0.68697,0.56472,0.88363,0.78343,0.77316,0.88349,0.79541,0.59722,0.45004,0.84359,0.00980596,0.00980596,0.00980596
198,326.493,0.69572,0.55361,0.88502,0.63226,0.8732,0.88218,0.77815,0.606,0.44875,0.85337,0.00980497,0.00980497,0.00980497
199,328.043,0.69027,0.54506,0.8966,0.67444,0.8646,0.89157,0.78162,0.61356,0.43699,0.86091,0.00980398,0.00980398,0.00980398
200,329.547,0.67451,0.53136,0.88854,0.78665,0.75534,0.89777,0.80476,0.61468,0.43533,0.84748,0.00980299,0.00980299,0.00980299
201,331.137,0.69449,0.56199,0.88022,0.73096,0.76858,0.88945,0.78082,0.58922,0.43151,0.85081,0.009802,0.009802,0.009802
202,332.667,0.69619,0.5392,0.89011,0.70416,0.79464,0.87379,0.76971,0.56913,0.43217,0.84584,0.00980101,0.00980101,0.00980101
203,334.167,0.7234,0.57264,0.87293,0.67056,0.82594,0.87743,0.77665,0.61094,0.44614,0.84434,0.00980002,0.00980002,0.00980002
204,335.73,0.70571,0.55945,0.88793,0.64542,0.81615,0.86381,0.7626,0.59633,0.44369,0.84722,0.00979903,0.00979903,0.00979903
205,337.325,0.71643,0.55239,0.88252,0.66647,0.8273,0.86327,0.75614,0.62974,0.45007,0.84931,0.00979804,0.00979804,0.00979804
206,338.851,0.68483,0.55142,0.87854,0.72117,0.82169,0.88033,0.77983,0.57663,0.4305,0.84168,0.00979705,0.00979705,0.00979705
207,340.402,0.70368,0.5505,0.8752,0.6868,0.80751,0.86384,0.74397,0.64751,0.46057,0.85118,0.00979606,0.00979606,0.00979606
208,342,0.64449,0.52867,0.88001,0.59552,0.91182,0.85945,0.7411,0.65398,0.45987,0.85217,0.00979507,0.00979507,0.00979507
209,343.51,0.67698,0.54014,0.88351,0.70131,0.85672,0.87849,0.77323,0.57995,0.43432,0.84231,0.00979408,0.00979408,0.00979408
210,345.046,0.66035,0.53466,0.88245,0.72166,0.77509,0.86629,0.76428,0.63621,0.45113,0.86536,0.00979309,0.00979309,0.00979309
211,346.59,0.66906,0.56033,0.88351,0.68497,0.76133,0.84098,0.7424,0.61246,0.45398,0.85352,0.0097921,0.0097921,0.0097921
212,348.11,0.66167,0.55972,0.87802,0.71911,0.80712,0.86027,0.77103,0.57961,0.44766,0.84386,0.00979111,0.00979111,0.00979111
213,349.61,0.65981,0.55119,0.89009,0.69673,0.76343,0.85288,0.75059,0.61511,0.4575,0.85071,0.00979012,0.00979012,0.00979012
214,351.199,0.69258,0.55055,0.89124,0.71172,0.76438,0.84776,0.73936,0.60232,0.44468,0.85122,0.00978913,0.00978913,0.00978913
215,352.822,0.65439,0.53958,0.87541,0.73156,0.77335,0.85451,0.7572,0.59059,0.44824,0.84855,0.00978814,0.00978814,0.00978814
216,354.436,0.65355,0.54489,0.88741,0.76199,0.74204,0.85904,0.7568,0.58448,0.44503,0.84439,0.00978715,0.00978715,0.00978715
217,355.956,0.65358,0.53944,0.88298,0.70779,0.86127,0.87007,0.76956,0.59037,0.44953,0.84517,0.00978616,0.00978616,0.00978616
218,357.449,0.66455,0.53127,0.89578,0.78189,0.75162,0.87714,0.76345,0.604,0.44708,0.84752,0.00978517,0.00978517,0.00978517
219,358.999,0.67888,0.5429,0.89128,0.7542,0.76243,0.88226,0.78022,0.60294,0.44263,0.85218,0.00978418,0.00978418,0.00978418
220,360.535,0.6561,0.53784,0.88602,0.80465,0.74614,0.89623,0.78976,0.59706,0.43593,0.846,0.00978319,0.00978319,0.00978319
221,362.092,0.68411,0.53326,0.8756,0.66385,0.90579,0.89744,0.79996,0.58232,0.43138,0.84249,0.0097822,0.0097822,0.0097822
222,363.649,0.68218,0.54169,0.87503,0.72157,0.8719,0.89711,0.80011,0.58212,0.43195,0.84188,0.00978121,0.00978121,0.00978121
223,365.27,0.67357,0.53257,0.88146,0.76222,0.82168,0.8919,0.79376,0.59147,0.43607,0.83987,0.00978022,0.00978022,0.00978022
224,366.878,0.68111,0.52648,0.88185,0.69382,0.8836,0.89753,0.78357,0.59243,0.43538,0.84511,0.00977923,0.00977923,0.00977923
225,368.399,0.6812,0.52258,0.86279,0.67623,0.89267,0.90015,0.79888,0.57886,0.43501,0.83819,0.00977824,0.00977824,0.00977824
226,369.996,0.65932,0.52804,0.87579,0.69202,0.88576,0.89401,0.79718,0.5797,0.42622,0.838,0.00977725,0.00977725,0.00977725
227,371.547,0.67367,0.50245,0.87945,0.68986,0.86816,0.9031,0.79955,0.59796,0.43007,0.84267,0.00977626,0.00977626,0.00977626
228,373.095,0.66079,0.50994,0.87028,0.67876,0.89678,0.91172,0.81258,0.56727,0.41916,0.83352,0.00977527,0.00977527,0.00977527
229,374.633,0.65041,0.51518,0.8664,0.72621,0.87317,0.91055,0.80707,0.58023,0.41837,0.83691,0.00977428,0.00977428,0.00977428
230,376.161,0.68819,0.51447,0.87906,0.6972,0.86101,0.89764,0.80035,0.57661,0.42019,0.83774,0.00977329,0.00977329,0.00977329
231,377.706,0.64724,0.51535,0.88663,0.71696,0.87463,0.9144,0.81237,0.60097,0.42945,0.83963,0.0097723,0.0097723,0.0097723
232,379.238,0.6955,0.53822,0.88172,0.65266,0.85757,0.90997,0.80816,0.61123,0.42841,0.84683,0.00977131,0.00977131,0.00977131
233,380.793,0.6881,0.54332,0.89098,0.74033,0.84608,0.90674,0.80653,0.57025,0.41374,0.84299,0.00977032,0.00977032,0.00977032
234,382.356,0.63573,0.51316,0.88648,0.74187,0.81119,0.87889,0.76935,0.60562,0.41785,0.85232,0.00976933,0.00976933,0.00976933
235,383.93,0.66447,0.5292,0.87583,0.81812,0.78564,0.91048,0.79455,0.58641,0.41954,0.84247,0.00976834,0.00976834,0.00976834
236,385.467,0.67724,0.54227,0.87123,0.76688,0.7905,0.89794,0.78836,0.57409,0.42565,0.83922,0.00976735,0.00976735,0.00976735
237,386.978,0.66455,0.5395,0.87372,0.73593,0.83363,0.89506,0.79182,0.57813,0.43215,0.83945,0.00976636,0.00976636,0.00976636
238,388.56,0.64846,0.53128,0.87187,0.73508,0.80205,0.88377,0.77974,0.59348,0.44383,0.84221,0.00976537,0.00976537,0.00976537
239,390.155,0.66072,0.53743,0.87317,0.73193,0.77498,0.88274,0.78401,0.57327,0.4338,0.83657,0.00976438,0.00976438,0.00976438
240,391.709,0.65257,0.521,0.87283,0.76655,0.79423,0.89833,0.79886,0.59781,0.4386,0.8469,0.00976339,0.00976339,0.00976339
241,393.274,0.64183,0.52349,0.8765,0.73767,0.75952,0.89195,0.78943,0.5823,0.44176,0.84641,0.0097624,0.0097624,0.0097624
242,394.796,0.67241,0.54478,0.87608,0.6954,0.80102,0.8807,0.78336,0.55345,0.43713,0.8374,0.00976141,0.00976141,0.00976141
243,396.419,0.67002,0.53608,0.88524,0.71465,0.82006,0.88722,0.78409,0.57482,0.43509,0.84499,0.00976042,0.00976042,0.00976042
244,398.026,0.68763,0.53841,0.88389,0.75906,0.80204,0.90533,0.80022,0.56716,0.4323,0.84251,0.00975943,0.00975943,0.00975943
245,399.539,0.64648,0.52835,0.88849,0.70303,0.7855,0.87974,0.79124,0.55783,0.43086,0.83827,0.00975844,0.00975844,0.00975844
246,401.099,0.64024,0.51631,0.87771,0.74917,0.77308,0.89941,0.79794,0.55376,0.42236,0.84124,0.00975745,0.00975745,0.00975745
247,402.67,0.65476,0.53851,0.87738,0.70791,0.77925,0.88117,0.78345,0.56709,0.43346,0.84112,0.00975646,0.00975646,0.00975646
248,404.191,0.6274,0.52914,0.87621,0.71081,0.76209,0.83692,0.74563,0.56307,0.43652,0.83968,0.00975547,0.00975547,0.00975547
249,405.795,0.64431,0.54117,0.86872,0.68824,0.81089,0.87487,0.78365,0.54806,0.43136,0.83676,0.00975448,0.00975448,0.00975448
250,407.347,0.61848,0.52708,0.86992,0.62304,0.89223,0.88167,0.78983,0.55213,0.42735,0.83577,0.00975349,0.00975349,0.00975349
251,408.875,0.6696,0.54293,0.86973,0.67294,0.88654,0.88229,0.78158,0.57218,0.42168,0.84066,0.0097525,0.0097525,0.0097525
252,410.476,0.64204,0.50996,0.88428,0.68038,0.88593,0.89597,0.80452,0.54223,0.4108,0.83544,0.00975151,0.00975151,0.00975151
253,412.14,0.64814,0.52065,0.86826,0.67549,0.89995,0.90086,0.81107,0.54214,0.41367,0.83369,0.00975052,0.00975052,0.00975052
254,413.621,0.63079,0.50248,0.87481,0.6364,0.91076,0.90476,0.8058,0.58284,0.41702,0.84152,0.00974953,0.00974953,0.00974953
255,415.13,0.67121,0.53184,0.87882,0.70447,0.83874,0.90101,0.81379,0.52715,0.41104,0.83217,0.00974854,0.00974854,0.00974854
256,416.714,0.65634,0.51057,0.87751,0.7153,0.83377,0.90625,0.81331,0.52998,0.41219,0.83104,0.00974755,0.00974755,0.00974755
257,418.232,0.6434,0.50342,0.87928,0.67935,0.89389,0.90452,0.81001,0.60285,0.42776,0.83808,0.00974656,0.00974656,0.00974656
258,419.869,0.65771,0.51064,0.86672,0.7238,0.88749,0.9136,0.8213,0.52772,0.40031,0.83059,0.00974557,0.00974557,0.00974557
259,421.445,0.64416,0.49704,0.86495,0.77541,0.81295,0.91315,0.81591,0.55226,0.41089,0.83163,0.00974458,0.00974458,0.00974458
260,422.947,0.62607,0.4965,0.8648,0.76736,0.83417,0.90758,0.80918,0.57368,0.41351,0.83417,0.00974359,0.00974359,0.00974359
261,424.505,0.65727,0.50438,0.86948,0.75336,0.84734,0.90491,0.80951,0.56005,0.41116,0.83355,0.0097426,0.0097426,0.0097426
262,426.127,0.66104,0.5152,0.86122,0.72687,0.85044,0.90881,0.81295,0.56565,0.40729,0.84032,0.00974161,0.00974161,0.00974161
263,427.715,0.64233,0.50083,0.8559,0.69867,0.86235,0.90794,0.80467,0.56461,0.40902,0.83243,0.00974062,0.00974062,0.00974062
264,429.297,0.63177,0.50246,0.87519,0.70524,0.8441,0.91636,0.8102,0.55788,0.40576,0.8348,0.00973963,0.00973963,0.00973963
265,430.833,0.6349,0.5009,0.85734,0.71767,0.8356,0.87915,0.78266,0.56409,0.41256,0.83725,0.00973864,0.00973864,0.00973864
266,432.366,0.6506,0.50326,0.87363,0.70105,0.85757,0.90075,0.79948,0.55848,0.40899,0.83508,0.00973765,0.00973765,0.00973765
267,433.918,0.65553,0.51637,0.86284,0.68565,0.86504,0.91103,0.80056,0.55419,0.41483,0.8335,0.00973666,0.00973666,0.00973666
268,435.435,0.63588,0.50732,0.86118,0.72054,0.84443,0.90489,0.81038,0.56423,0.417,0.83389,0.00973567,0.00973567,0.00973567
269,436.999,0.64534,0.52363,0.86762,0.7634,0.8531,0.9079,0.82107,0.55491,0.40461,0.83638,0.00973468,0.00973468,0.00973468
270,438.519,0.65395,0.51836,0.87532,0.71409,0.90394,0.90532,0.81816,0.54431,0.40832,0.83272,0.00973369,0.00973369,0.00973369
271,440.04,0.64253,0.51517,0.87682,0.69954,0.8724,0.90099,0.80504,0.55267,0.4082,0.83397,0.0097327,0.0097327,0.0097327
272,441.683,0.63561,0.49169,0.87774,0.78349,0.78378,0.91001,0.81036,0.57178,0.40773,0.8432,0.00973171,0.00973171,0.00973171
273,443.247,0.62437,0.49479,0.87605,0.55175,0.94361,0.89446,0.79935,0.58331,0.41527,0.84572,0.00973072,0.00973072,0.00973072
274,444.737,0.63973,0.51309,0.87,0.6481,0.91185,0.90708,0.80553,0.56216,0.40537,0.83794,0.00972973,0.00972973,0.00972973
275,446.305,0.62134,0.50064,0.87129,0.67345,0.87382,0.90013,0.80554,0.55754,0.40926,0.84231,0.00972874,0.00972874,0.00972874
276,447.886,0.63788,0.5079,0.87321,0.75983,0.84461,0.90606,0.80486,0.55833,0.41248,0.84044,0.00972775,0.00972775,0.00972775
277,449.376,0.65128,0.51464,0.86914,0.83145,0.79055,0.91355,0.81055,0.55836,0.40646,0.84052,0.00972676,0.00972676,0.00972676
278,450.944,0.63059,0.50094,0.87171,0.7822,0.82039,0.90349,0.80061,0.55677,0.40413,0.84344,0.00972577,0.00972577,0.00972577
279,452.544,0.64823,0.50247,0.8634,0.81281,0.81163,0.90042,0.80869,0.54508,0.41151,0.83688,0.00972478,0.00972478,0.00972478
280,454.081,0.65546,0.49766,0.85642,0.7676,0.82565,0.89993,0.80713,0.53764,0.41461,0.83385,0.00972379,0.00972379,0.00972379
281,455.603,0.65765,0.50735,0.87287,0.76272,0.82353,0.88928,0.78952,0.56316,0.41945,0.83694,0.0097228,0.0097228,0.0097228
282,457.233,0.61222,0.48708,0.86914,0.79626,0.83113,0.89155,0.80716,0.54459,0.41739,0.83276,0.00972181,0.00972181,0.00972181
283,458.761,0.63221,0.4855,0.86957,0.72676,0.88345,0.92074,0.83112,0.55142,0.40281,0.83389,0.00972082,0.00972082,0.00972082
284,460.219,0.64225,0.48956,0.86818,0.7943,0.86543,0.90956,0.80588,0.56626,0.40747,0.8372,0.00971983,0.00971983,0.00971983
285,461.68,0.65229,0.50757,0.86344,0.78088,0.8618,0.92122,0.82617,0.54616,0.40362,0.83244,0.00971884,0.00971884,0.00971884
286,463.163,0.62672,0.49046,0.85974,0.73479,0.87425,0.91474,0.80995,0.57555,0.40889,0.8383,0.00971785,0.00971785,0.00971785
287,464.661,0.63235,0.50282,0.86886,0.74222,0.87947,0.91289,0.80793,0.55414,0.40264,0.8346,0.00971686,0.00971686,0.00971686
288,466.07,0.61416,0.48891,0.87336,0.69399,0.87495,0.90877,0.80504,0.56596,0.40539,0.83577,0.00971587,0.00971587,0.00971587
289,467.541,0.6401,0.50785,0.87114,0.71383,0.86751,0.91013,0.80816,0.55459,0.40883,0.83581,0.00971488,0.00971488,0.00971488
290,469.031,0.63476,0.50017,0.85859,0.76492,0.83058,0.90732,0.80908,0.5529,0.41149,0.83525,0.00971389,0.00971389,0.00971389
291,470.564,0.61464,0.4878,0.86877,0.74771,0.82761,0.90951,0.81366,0.53784,0.40139,0.83214,0.0097129,0.0097129,0.0097129
292,472.162,0.6299,0.50231,0.86583,0.68172,0.86703,0.89626,0.80848,0.51644,0.4047,0.8281,0.00971191,0.00971191,0.00971191
293,473.617,0.64101,0.50878,0.87068,0.6841,0.88772,0.89186,0.79211,0.55307,0.41818,0.83403,0.00971092,0.00971092,0.00971092
294,475.086,0.63117,0.51671,0.86239,0.70584,0.85229,0.88415,0.80366,0.52401,0.40293,0.82987,0.00970993,0.00970993,0.00970993
295,476.528,0.63946,0.51364,0.8717,0.71185,0.80962,0.87661,0.79509,0.52667,0.4131,0.82943,0.00970894,0.00970894,0.00970894
296,478.032,0.63413,0.51114,0.86737,0.72971,0.8427,0.8804,0.79228,0.53731,0.40847,0.83388,0.00970795,0.00970795,0.00970795
297,479.561,0.62277,0.49266,0.86109,0.70718,0.83952,0.88715,0.80076,0.54955,0.42004,0.83157,0.00970696,0.00970696,0.00970696
298,481.061,0.60084,0.49647,0.86773,0.67379,0.88066,0.89244,0.79802,0.55689,0.41647,0.83249,0.00970597,0.00970597,0.00970597
299,482.593,0.6269,0.49799,0.87449,0.7734,0.84037,0.91771,0.82926,0.51598,0.40342,0.83096,0.00970498,0.00970498,0.00970498
300,484.11,0.63213,0.50235,0.87599,0.7746,0.83769,0.91309,0.82343,0.53454,0.41753,0.82775,0.00970399,0.00970399,0.00970399
301,485.726,0.63276,0.49921,0.87206,0.80942,0.83142,0.9393,0.84893,0.52078,0.3971,0.82557,0.009703,0.009703,0.009703
302,487.374,0.61222,0.483,0.86662,0.66506,0.91152,0.91898,0.82606,0.53354,0.40347,0.83514,0.00970201,0.00970201,0.00970201
303,488.914,0.61405,0.48846,0.87988,0.78547,0.83502,0.94016,0.84403,0.5132,0.4047,0.82603,0.00970102,0.00970102,0.00970102
304,490.521,0.60456,0.48032,0.86544,0.74094,0.8281,0.92101,0.81944,0.53161,0.40094,0.82635,0.00970003,0.00970003,0.00970003
305,492.044,0.66111,0.51383,0.8696,0.76582,0.78431,0.90487,0.82033,0.52489,0.40708,0.82871,0.00969904,0.00969904,0.00969904
306,493.604,0.62735,0.50607,0.86949,0.69424,0.857,0.91613,0.82715,0.52245,0.40332,0.8274,0.00969805,0.00969805,0.00969805
307,495.167,0.61239,0.51028,0.8641,0.69969,0.86131,0.91698,0.82732,0.5279,0.40291,0.82924,0.00969706,0.00969706,0.00969706
308,496.66,0.5949,0.48985,0.87158,0.71389,0.86498,0.91703,0.83616,0.52636,0.40045,0.82819,0.00969607,0.00969607,0.00969607
309,498.24,0.62279,0.49288,0.86158,0.62968,0.92919,0.92452,0.83485,0.51444,0.41422,0.82887,0.00969508,0.00969508,0.00969508
310,499.756,0.62033,0.49299,0.85999,0.71453,0.87367,0.92582,0.8361,0.51962,0.39793,0.8297,0.00969409,0.00969409,0.00969409
311,501.271,0.61874,0.50244,0.86664,0.71921,0.86735,0.91621,0.83405,0.5257,0.41086,0.8274,0.0096931,0.0096931,0.0096931
312,502.832,0.64176,0.50962,0.86412,0.74996,0.85809,0.92631,0.83972,0.52662,0.40486,0.82786,0.00969211,0.00969211,0.00969211
313,504.385,0.61604,0.49215,0.86613,0.76943,0.87413,0.92707,0.84155,0.5281,0.39749,0.82764,0.00969112,0.00969112,0.00969112
314,505.913,0.62632,0.48753,0.86841,0.79929,0.85426,0.92991,0.83705,0.52928,0.39974,0.82602,0.00969013,0.00969013,0.00969013
315,507.475,0.6184,0.48632,0.87035,0.80899,0.85099,0.93755,0.84141,0.50676,0.39091,0.82465,0.00968914,0.00968914,0.00968914
316,508.957,0.63077,0.48445,0.86272,0.6172,0.96215,0.9349,0.84644,0.51011,0.3903,0.82431,0.00968815,0.00968815,0.00968815
317,510.513,0.61344,0.47483,0.86031,0.81434,0.81206,0.92995,0.83698,0.52778,0.38984,0.82814,0.00968716,0.00968716,0.00968716
318,512.028,0.6503,0.49441,0.86223,0.69427,0.87946,0.9217,0.83142,0.51144,0.39219,0.82358,0.00968617,0.00968617,0.00968617
319,513.619,0.60778,0.48665,0.85662,0.761,0.83405,0.92079,0.83945,0.51926,0.38883,0.82498,0.00968518,0.00968518,0.00968518
320,515.11,0.60422,0.46812,0.86224,0.75612,0.86918,0.92952,0.8368,0.5467,0.39781,0.8257,0.00968419,0.00968419,0.00968419
321,516.719,0.60793,0.47311,0.86296,0.72577,0.85237,0.93032,0.85105,0.51183,0.38986,0.82426,0.0096832,0.0096832,0.0096832
322,518.337,0.59541,0.47067,0.86233,0.65707,0.92477,0.92348,0.84171,0.51171,0.38601,0.8266,0.00968221,0.00968221,0.00968221
323,519.884,0.62471,0.4793,0.87025,0.70173,0.91144,0.92896,0.83478,0.54182,0.4039,0.83358,0.00968122,0.00968122,0.00968122
324,521.367,0.64109,0.49646,0.85831,0.73856,0.90475,0.9339,0.84911,0.50222,0.38417,0.82687,0.00968023,0.00968023,0.00968023
325,522.991,0.62271,0.48281,0.86035,0.76415,0.87437,0.93014,0.84251,0.51293,0.39333,0.82489,0.00967924,0.00967924,0.00967924
326,524.479,0.61818,0.48563,0.8756,0.75205,0.87919,0.92282,0.83202,0.52919,0.40036,0.82933,0.00967825,0.00967825,0.00967825
327,525.989,0.58802,0.48357,0.85904,0.7894,0.86674,0.92289,0.83684,0.50244,0.39061,0.82144,0.00967726,0.00967726,0.00967726
328,527.554,0.6147,0.49505,0.86408,0.70879,0.8675,0.9197,0.83824,0.49804,0.39997,0.81935,0.00967627,0.00967627,0.00967627
329,529.062,0.61048,0.49655,0.86092,0.66519,0.8813,0.90868,0.82103,0.53145,0.40868,0.82765,0.00967528,0.00967528,0.00967528
330,530.557,0.61451,0.50158,0.874,0.70226,0.90337,0.9261,0.84323,0.49844,0.39351,0.82089,0.00967429,0.00967429,0.00967429
331,532.284,0.60953,0.4916,0.87054,0.77913,0.85687,0.92066,0.83812,0.50652,0.39246,0.82294,0.0096733,0.0096733,0.0096733
332,533.827,0.59556,0.48427,0.86407,0.77966,0.87123,0.92836,0.84905,0.50546,0.39293,0.82628,0.00967231,0.00967231,0.00967231
333,535.388,0.60404,0.49079,0.87592,0.74483,0.88768,0.91605,0.83801,0.527,0.39805,0.82771,0.00967132,0.00967132,0.00967132
334,536.993,0.62668,0.48761,0.86222,0.75309,0.90026,0.93098,0.8521,0.50707,0.38101,0.82398,0.00967033,0.00967033,0.00967033
335,538.488,0.59561,0.46919,0.85983,0.75368,0.90235,0.92319,0.84205,0.50522,0.38247,0.82439,0.00966934,0.00966934,0.00966934
336,540.019,0.61125,0.47575,0.86061,0.77537,0.89698,0.92571,0.84791,0.50253,0.37933,0.82262,0.00966835,0.00966835,0.00966835
337,541.57,0.61422,0.47909,0.85603,0.71267,0.91639,0.94048,0.85641,0.51321,0.37519,0.82217,0.00966736,0.00966736,0.00966736
338,543.075,0.58577,0.46392,0.86658,0.75712,0.8429,0.92943,0.85652,0.49965,0.37926,0.82503,0.00966637,0.00966637,0.00966637
339,544.61,0.60334,0.46636,0.86403,0.78645,0.8385,0.93135,0.85222,0.52447,0.37949,0.82508,0.00966538,0.00966538,0.00966538
340,546.221,0.5931,0.47821,0.86423,0.73262,0.90687,0.92851,0.85022,0.512,0.38083,0.82204,0.00966439,0.00966439,0.00966439
341,547.866,0.61562,0.48896,0.8688,0.70229,0.9137,0.91559,0.83395,0.50096,0.38502,0.82289,0.0096634,0.0096634,0.0096634
342,549.471,0.60989,0.48373,0.86015,0.79383,0.86673,0.93287,0.85011,0.51416,0.38291,0.8265,0.00966241,0.00966241,0.00966241
343,550.986,0.59933,0.48578,0.85799,0.7872,0.86729,0.91819,0.83579,0.51977,0.38933,0.82566,0.00966142,0.00966142,0.00966142
344,552.548,0.58471,0.47388,0.85873,0.74267,0.85713,0.91552,0.82989,0.48742,0.37573,0.82124,0.00966043,0.00966043,0.00966043
345,554.04,0.57884,0.47512,0.85172,0.7628,0.88574,0.935,0.84389,0.51465,0.3839,0.82081,0.00965944,0.00965944,0.00965944
346,555.544,0.60594,0.48391,0.86263,0.67128,0.94766,0.92784,0.84274,0.52305,0.38638,0.82037,0.00965845,0.00965845,0.00965845
347,557.07,0.59704,0.4791,0.85147,0.6542,0.93866,0.92127,0.8335,0.49963,0.38211,0.81932,0.00965746,0.00965746,0.00965746
348,558.545,0.59543,0.46645,0.85188,0.64864,0.92415,0.91979,0.83597,0.51471,0.38419,0.82163,0.00965647,0.00965647,0.00965647
349,560.12,0.60386,0.47121,0.86404,0.75065,0.82397,0.91505,0.83032,0.52172,0.39149,0.82234,0.00965548,0.00965548,0.00965548
350,561.691,0.6053,0.48974,0.85269,0.61687,0.94635,0.89758,0.81563,0.49612,0.38105,0.82172,0.00965449,0.00965449,0.00965449
351,563.308,0.57007,0.4571,0.85352,0.76039,0.79822,0.90964,0.82638,0.51974,0.39399,0.8213,0.0096535,0.0096535,0.0096535
352,564.796,0.60497,0.48126,0.86375,0.68848,0.92093,0.92055,0.83839,0.50222,0.37979,0.82055,0.00965251,0.00965251,0.00965251
353,566.298,0.58924,0.46443,0.858,0.63668,0.93516,0.90909,0.83186,0.50343,0.37832,0.82658,0.00965152,0.00965152,0.00965152
354,567.878,0.58286,0.45574,0.86209,0.72201,0.91664,0.92679,0.84688,0.49687,0.37026,0.82001,0.00965053,0.00965053,0.00965053
355,569.374,0.58639,0.46634,0.86761,0.77487,0.90116,0.92689,0.8418,0.49026,0.37122,0.82088,0.00964954,0.00964954,0.00964954
356,570.968,0.60749,0.47421,0.86886,0.78948,0.87865,0.93174,0.85152,0.49637,0.37159,0.8199,0.00964855,0.00964855,0.00964855
357,572.506,0.59615,0.4729,0.86747,0.78108,0.8767,0.93152,0.84247,0.5012,0.37687,0.8238,0.00964756,0.00964756,0.00964756
358,574.06,0.58554,0.46336,0.85073,0.72902,0.90069,0.93572,0.84333,0.5113,0.3822,0.82295,0.00964657,0.00964657,0.00964657
359,575.578,0.59371,0.46501,0.85435,0.74026,0.92296,0.93225,0.84588,0.47965,0.37461,0.81788,0.00964558,0.00964558,0.00964558
360,577.258,0.59966,0.47118,0.85459,0.7634,0.87882,0.93945,0.83155,0.50755,0.38158,0.82277,0.00964459,0.00964459,0.00964459
361,578.815,0.59137,0.46217,0.84908,0.80433,0.82373,0.91069,0.81573,0.51357,0.38807,0.82729,0.0096436,0.0096436,0.0096436
362,580.39,0.61575,0.47102,0.84914,0.81208,0.82031,0.94192,0.8323,0.49058,0.38272,0.82327,0.00964261,0.00964261,0.00964261
363,581.938,0.59832,0.46016,0.85833,0.79152,0.83872,0.94291,0.82233,0.51025,0.38434,0.82485,0.00964162,0.00964162,0.00964162
364,583.549,0.59399,0.46491,0.86367,0.71867,0.93031,0.93669,0.84012,0.47621,0.3772,0.81874,0.00964063,0.00964063,0.00964063
365,585.115,0.57568,0.46347,0.8451,0.80086,0.84746,0.93434,0.83636,0.51806,0.38652,0.83097,0.00963964,0.00963964,0.00963964
366,586.675,0.60113,0.46528,0.85548,0.7893,0.8661,0.93595,0.84895,0.46117,0.3665,0.81611,0.00963865,0.00963865,0.00963865
