epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
3724,5655.94,0.27118,0.23726,0.80108,0.92183,0.95733,0.98001,0.95865,0.15333,0.15025,0.75262,0.00631423,0.00631423,0.00631423
3725,5657.45,0.26554,0.23526,0.79229,0.92694,0.95568,0.9791,0.9579,0.15267,0.14955,0.75268,0.00631324,0.00631324,0.00631324
3726,5658.91,0.26627,0.23649,0.79517,0.9244,0.95376,0.97971,0.95755,0.15277,0.15023,0.75257,0.00631225,0.00631225,0.00631225
3727,5660.42,0.28568,0.24471,0.8063,0.92106,0.95364,0.9778,0.95623,0.1524,0.15073,0.75248,0.00631126,0.00631126,0.00631126
3728,5661.91,0.27183,0.23352,0.79651,0.9194,0.95599,0.9791,0.95745,0.15205,0.15066,0.75257,0.00631027,0.00631027,0.00631027
3729,5663.54,0.27315,0.24623,0.79862,0.92469,0.96064,0.98076,0.95921,0.15203,0.15056,0.7525,0.00630928,0.00630928,0.00630928
3730,5665,0.29136,0.24626,0.80794,0.91676,0.95701,0.97879,0.95658,0.15155,0.15057,0.75256,0.00630829,0.00630829,0.00630829
3731,5666.53,0.27381,0.23946,0.79668,0.92047,0.95756,0.97976,0.95767,0.15033,0.14963,0.75268,0.0063073,0.0063073,0.0063073
3732,5668.03,0.29767,0.25415,0.79237,0.92142,0.95716,0.98036,0.95965,0.15066,0.15008,0.75255,0.00630631,0.00630631,0.00630631
3733,5669.47,0.27376,0.2383,0.80153,0.92376,0.95673,0.98021,0.95999,0.15103,0.15025,0.75253,0.00630532,0.00630532,0.00630532
3734,5670.96,0.2824,0.25266,0.80827,0.92423,0.95551,0.97763,0.95623,0.15104,0.14986,0.75261,0.00630433,0.00630433,0.00630433
3735,5672.5,0.27027,0.2395,0.79771,0.92238,0.95542,0.98048,0.95788,0.15134,0.15012,0.75262,0.00630334,0.00630334,0.00630334
3736,5673.97,0.26839,0.2417,0.80225,0.92604,0.95462,0.98008,0.95751,0.15153,0.14989,0.75274,0.00630235,0.00630235,0.00630235
3737,5675.44,0.27084,0.24088,0.80336,0.92636,0.95426,0.97777,0.95627,0.15099,0.14907,0.75283,0.00630136,0.00630136,0.00630136
3738,5676.99,0.26975,0.24261,0.79766,0.91073,0.95267,0.97681,0.9548,0.15126,0.14911,0.75287,0.00630037,0.00630037,0.00630037
3739,5678.65,0.26653,0.23394,0.80009,0.93108,0.95343,0.97868,0.95654,0.15135,0.14887,0.75285,0.00629938,0.00629938,0.00629938
3740,5680.15,0.26283,0.23623,0.79731,0.91603,0.95041,0.97704,0.95628,0.15106,0.14876,0.75293,0.00629839,0.00629839,0.00629839
3741,5681.72,0.2577,0.23188,0.79633,0.91709,0.95139,0.97876,0.95917,0.1512,0.14885,0.75293,0.0062974,0.0062974,0.0062974
3742,5683.19,0.26858,0.24371,0.80052,0.93037,0.9505,0.97719,0.95516,0.15059,0.14831,0.75297,0.00629641,0.00629641,0.00629641
3743,5684.7,0.26715,0.24105,0.79683,0.93495,0.95091,0.97954,0.95759,0.15007,0.14791,0.75303,0.00629542,0.00629542,0.00629542
3744,5686.22,0.27712,0.24666,0.79926,0.91585,0.9507,0.97941,0.95648,0.15008,0.14794,0.75304,0.00629443,0.00629443,0.00629443
3745,5687.68,0.27764,0.247,0.80802,0.93144,0.95162,0.97964,0.95843,0.14985,0.14828,0.75306,0.00629344,0.00629344,0.00629344
3746,5689.12,0.26674,0.2334,0.79738,0.9223,0.95669,0.97976,0.95943,0.1497,0.148,0.75321,0.00629245,0.00629245,0.00629245
3747,5690.61,0.27242,0.23702,0.79823,0.93594,0.95125,0.97931,0.957,0.14921,0.14769,0.75318,0.00629146,0.00629146,0.00629146
3748,5692.1,0.25921,0.2338,0.79665,0.9396,0.95283,0.97933,0.95887,0.14964,0.14835,0.75317,0.00629047,0.00629047,0.00629047
3749,5693.75,0.26138,0.23464,0.79826,0.94051,0.95461,0.98031,0.96056,0.14959,0.14839,0.75319,0.00628948,0.00628948,0.00628948
3750,5695.24,0.27249,0.24129,0.79224,0.92615,0.94941,0.97924,0.96019,0.14935,0.14865,0.75322,0.00628849,0.00628849,0.00628849
3751,5696.77,0.28036,0.24687,0.80385,0.93764,0.94991,0.97835,0.95948,0.14908,0.14849,0.75331,0.0062875,0.0062875,0.0062875
3752,5698.26,0.26149,0.24541,0.79891,0.92957,0.9502,0.97875,0.95881,0.14886,0.1484,0.75337,0.00628651,0.00628651,0.00628651
3753,5699.7,0.2614,0.23903,0.80127,0.93874,0.95039,0.98038,0.96055,0.14929,0.14857,0.75342,0.00628552,0.00628552,0.00628552
3754,5701.19,0.2645,0.23905,0.79744,0.92295,0.95111,0.97775,0.95831,0.14945,0.14864,0.75341,0.00628453,0.00628453,0.00628453
3755,5702.72,0.26518,0.23213,0.80048,0.93373,0.9535,0.97802,0.95736,0.14959,0.14883,0.75347,0.00628354,0.00628354,0.00628354
3756,5704.24,0.30281,0.25372,0.81631,0.93727,0.95396,0.98016,0.96007,0.14968,0.149,0.75345,0.00628255,0.00628255,0.00628255
3757,5705.75,0.27702,0.24708,0.80675,0.9415,0.95719,0.98064,0.96015,0.15023,0.14931,0.75344,0.00628156,0.00628156,0.00628156
3758,5707.26,0.27313,0.23488,0.80771,0.93409,0.95603,0.98014,0.95976,0.15034,0.14974,0.75353,0.00628057,0.00628057,0.00628057
3759,5708.82,0.26606,0.23318,0.79484,0.9382,0.95034,0.98137,0.96198,0.15034,0.1492,0.75348,0.00627958,0.00627958,0.00627958
3760,5710.31,0.26837,0.23638,0.79966,0.94255,0.95407,0.98257,0.96197,0.15022,0.14872,0.75351,0.00627859,0.00627859,0.00627859
3761,5711.76,0.2531,0.22618,0.79427,0.93661,0.95415,0.98196,0.96163,0.15011,0.14889,0.75353,0.0062776,0.0062776,0.0062776
3762,5713.25,0.27601,0.23934,0.79849,0.92605,0.95434,0.98129,0.96148,0.14984,0.14854,0.75357,0.00627661,0.00627661,0.00627661
3763,5714.73,0.25,0.22694,0.79594,0.93679,0.95747,0.98035,0.95961,0.1494,0.14839,0.75356,0.00627562,0.00627562,0.00627562
3764,5716.25,0.28342,0.24404,0.79589,0.93631,0.95894,0.98095,0.95926,0.14911,0.14812,0.75361,0.00627463,0.00627463,0.00627463
3765,5717.68,0.29979,0.24825,0.80718,0.93314,0.95729,0.98039,0.95984,0.14916,0.14788,0.7536,0.00627364,0.00627364,0.00627364
3766,5719.19,0.25238,0.22505,0.79808,0.93089,0.95642,0.97845,0.96098,0.14921,0.14738,0.75352,0.00627265,0.00627265,0.00627265
3767,5720.68,0.26586,0.23736,0.79536,0.92949,0.95794,0.97943,0.95832,0.14939,0.14702,0.75352,0.00627166,0.00627166,0.00627166
3768,5722.23,0.26935,0.23711,0.79892,0.92777,0.95878,0.97963,0.95913,0.14887,0.14662,0.75348,0.00627067,0.00627067,0.00627067
3769,5723.98,0.26038,0.22991,0.79397,0.93543,0.96164,0.98156,0.96172,0.14861,0.14568,0.75341,0.00626968,0.00626968,0.00626968
3770,5725.48,0.29938,0.24814,0.80298,0.93354,0.96117,0.98051,0.96089,0.14867,0.14549,0.75348,0.00626869,0.00626869,0.00626869
3771,5727.04,0.27834,0.23891,0.79736,0.93063,0.96404,0.98129,0.96216,0.14866,0.14542,0.75337,0.0062677,0.0062677,0.0062677
3772,5728.51,0.27051,0.24003,0.79168,0.93227,0.9626,0.98051,0.96028,0.14847,0.14507,0.75333,0.00626671,0.00626671,0.00626671
3773,5730.06,0.27773,0.24464,0.80106,0.93047,0.96425,0.98213,0.96303,0.14854,0.14511,0.75336,0.00626572,0.00626572,0.00626572
3774,5731.51,0.26519,0.23014,0.80823,0.93001,0.96422,0.98165,0.96154,0.1483,0.14482,0.75325,0.00626473,0.00626473,0.00626473
3775,5733.03,0.28384,0.23938,0.80602,0.92635,0.96226,0.97962,0.96064,0.14888,0.14533,0.75327,0.00626374,0.00626374,0.00626374
3776,5734.54,0.27501,0.24177,0.79654,0.92632,0.96166,0.97882,0.95929,0.14941,0.14558,0.75334,0.00626275,0.00626275,0.00626275
3777,5735.97,0.27093,0.23563,0.79769,0.92452,0.96128,0.97956,0.95991,0.14921,0.14554,0.7533,0.00626176,0.00626176,0.00626176
3778,5737.51,0.2698,0.23975,0.79323,0.92297,0.96087,0.98138,0.96107,0.14963,0.14608,0.75321,0.00626077,0.00626077,0.00626077
3779,5738.97,0.27521,0.23827,0.79836,0.92632,0.96074,0.97956,0.95906,0.14991,0.14668,0.7532,0.00625978,0.00625978,0.00625978
3780,5740.4,0.2627,0.22693,0.79932,0.92621,0.95906,0.98147,0.96034,0.14987,0.1469,0.75315,0.00625879,0.00625879,0.00625879
3781,5741.88,0.27285,0.2409,0.80141,0.92353,0.95784,0.97956,0.95948,0.14964,0.14721,0.75305,0.0062578,0.0062578,0.0062578
3782,5743.39,0.27952,0.23087,0.80774,0.9269,0.95738,0.9797,0.9597,0.14994,0.14776,0.7531,0.00625681,0.00625681,0.00625681
3783,5744.83,0.27164,0.23056,0.79845,0.92739,0.95851,0.98041,0.95994,0.14988,0.14775,0.75305,0.00625582,0.00625582,0.00625582
3784,5746.37,0.2884,0.23965,0.80372,0.92831,0.95833,0.97863,0.9582,0.15041,0.14819,0.75304,0.00625483,0.00625483,0.00625483
3785,5747.79,0.26202,0.22917,0.78836,0.92755,0.95693,0.9794,0.96015,0.15098,0.14845,0.75312,0.00625384,0.00625384,0.00625384
3786,5749.36,0.2779,0.2365,0.79733,0.92959,0.9555,0.98066,0.96091,0.15068,0.14811,0.75306,0.00625285,0.00625285,0.00625285
3787,5750.87,0.28468,0.24587,0.79312,0.93089,0.95551,0.97976,0.96205,0.15122,0.14806,0.75308,0.00625186,0.00625186,0.00625186
3788,5752.39,0.26713,0.23373,0.80912,0.93206,0.95428,0.97898,0.9612,0.15168,0.14852,0.75317,0.00625087,0.00625087,0.00625087
3789,5753.91,0.28383,0.23808,0.81192,0.93421,0.95525,0.9786,0.96201,0.15105,0.14788,0.75307,0.00624988,0.00624988,0.00624988
3790,5755.44,0.2699,0.23918,0.7991,0.93147,0.95115,0.97883,0.96113,0.15157,0.14806,0.75295,0.00624889,0.00624889,0.00624889
3791,5756.9,0.27788,0.23982,0.80406,0.92775,0.95188,0.98001,0.96177,0.15209,0.1484,0.75292,0.0062479,0.0062479,0.0062479
3792,5758.48,0.28122,0.24193,0.79743,0.9269,0.95361,0.97817,0.95825,0.15224,0.14815,0.75286,0.00624691,0.00624691,0.00624691
3793,5760.03,0.26233,0.23112,0.80331,0.92988,0.95377,0.9792,0.95983,0.15198,0.14857,0.75287,0.00624592,0.00624592,0.00624592
3794,5761.52,0.26593,0.23495,0.80499,0.92998,0.95317,0.97815,0.95618,0.15318,0.14914,0.753,0.00624493,0.00624493,0.00624493
3795,5763.07,0.26418,0.22909,0.80284,0.92954,0.95448,0.97961,0.95976,0.15216,0.14869,0.7529,0.00624394,0.00624394,0.00624394
3796,5764.55,0.29241,0.24748,0.7998,0.93147,0.95151,0.98049,0.95906,0.15269,0.14857,0.75302,0.00624295,0.00624295,0.00624295
3797,5766,0.28503,0.23567,0.80264,0.93004,0.95218,0.97889,0.95624,0.15298,0.14847,0.75307,0.00624196,0.00624196,0.00624196
3798,5767.48,0.26377,0.23395,0.79477,0.92986,0.95332,0.97959,0.95886,0.153,0.14866,0.75296,0.00624097,0.00624097,0.00624097
3799,5769.14,0.2796,0.24141,0.79991,0.93115,0.95475,0.98083,0.95941,0.15376,0.14886,0.75298,0.00623998,0.00623998,0.00623998
3800,5770.65,0.27243,0.23083,0.80551,0.92848,0.95196,0.97922,0.96068,0.15421,0.149,0.7531,0.00623899,0.00623899,0.00623899
3801,5772.1,0.26222,0.23513,0.79243,0.93252,0.95165,0.9793,0.95939,0.15357,0.1482,0.75306,0.006238,0.006238,0.006238
3802,5773.61,0.2633,0.22692,0.79904,0.93798,0.95573,0.9812,0.96059,0.15348,0.14805,0.75308,0.00623701,0.00623701,0.00623701
3803,5775.07,0.26936,0.23695,0.79937,0.93534,0.95112,0.98028,0.96076,0.15343,0.14765,0.75312,0.00623602,0.00623602,0.00623602
3804,5776.59,0.29249,0.24639,0.79839,0.93449,0.95279,0.98183,0.96256,0.15376,0.14788,0.75308,0.00623503,0.00623503,0.00623503
3805,5778.11,0.27063,0.23621,0.79313,0.93191,0.95534,0.98185,0.96359,0.15434,0.14845,0.75308,0.00623404,0.00623404,0.00623404
3806,5779.56,0.25948,0.22658,0.7903,0.92828,0.95239,0.98264,0.96171,0.15426,0.14897,0.75308,0.00623305,0.00623305,0.00623305
3807,5781.02,0.27179,0.2311,0.79839,0.92772,0.9506,0.98069,0.95921,0.15413,0.14833,0.75305,0.00623206,0.00623206,0.00623206
3808,5782.59,0.27219,0.22965,0.79876,0.92778,0.95233,0.98212,0.96148,0.15446,0.14905,0.75299,0.00623107,0.00623107,0.00623107
3809,5784.12,0.28357,0.23361,0.79763,0.9322,0.9531,0.98306,0.96425,0.15407,0.14881,0.75297,0.00623008,0.00623008,0.00623008
3810,5785.61,0.25163,0.22519,0.79314,0.92584,0.95271,0.98141,0.96204,0.15429,0.14886,0.75293,0.00622909,0.00622909,0.00622909
3811,5787.09,0.27498,0.2338,0.79341,0.91476,0.9554,0.98143,0.96039,0.15499,0.14901,0.7529,0.0062281,0.0062281,0.0062281
3812,5788.53,0.25453,0.22721,0.79239,0.90839,0.95298,0.98029,0.9588,0.15406,0.14906,0.75283,0.00622711,0.00622711,0.00622711
3813,5790.03,0.27111,0.23191,0.79803,0.92821,0.95627,0.98234,0.96202,0.15439,0.14922,0.75275,0.00622612,0.00622612,0.00622612
3814,5791.53,0.27208,0.23972,0.80788,0.93622,0.95341,0.98187,0.96045,0.15385,0.14945,0.75262,0.00622513,0.00622513,0.00622513
3815,5793,0.27987,0.23271,0.80358,0.9335,0.94979,0.9814,0.96127,0.15298,0.14903,0.75259,0.00622414,0.00622414,0.00622414
3816,5794.47,0.26224,0.2303,0.79467,0.93414,0.9506,0.98162,0.96138,0.15293,0.14903,0.75252,0.00622315,0.00622315,0.00622315
3817,5796,0.27623,0.23791,0.79889,0.92813,0.95475,0.98069,0.96124,0.15199,0.14891,0.75237,0.00622216,0.00622216,0.00622216
3818,5797.52,0.26989,0.23589,0.79799,0.93501,0.9527,0.9819,0.96178,0.15158,0.14835,0.75243,0.00622117,0.00622117,0.00622117
3819,5799.07,0.28184,0.22945,0.79709,0.93768,0.95061,0.98178,0.96264,0.15138,0.14819,0.75238,0.00622018,0.00622018,0.00622018
3820,5800.66,0.26958,0.23532,0.79156,0.93448,0.95049,0.98136,0.96142,0.15082,0.14824,0.75231,0.00621919,0.00621919,0.00621919
3821,5802.12,0.25891,0.22158,0.80136,0.93301,0.94495,0.98168,0.96166,0.15059,0.14806,0.75229,0.0062182,0.0062182,0.0062182
3822,5803.65,0.26527,0.23252,0.79436,0.93665,0.94993,0.9821,0.96064,0.1504,0.14787,0.75219,0.00621721,0.00621721,0.00621721
3823,5805.12,0.28263,0.23999,0.79367,0.9247,0.95775,0.98279,0.9614,0.14995,0.14774,0.7521,0.00621622,0.00621622,0.00621622
3824,5806.58,0.27182,0.23085,0.80362,0.92598,0.95944,0.98271,0.96312,0.14929,0.14719,0.7521,0.00621523,0.00621523,0.00621523
3825,5808.13,0.25029,0.2207,0.79674,0.92415,0.96097,0.98218,0.96141,0.14924,0.14747,0.75205,0.00621424,0.00621424,0.00621424
3826,5809.66,0.27662,0.23205,0.79698,0.92615,0.95884,0.98323,0.96459,0.14881,0.14758,0.75203,0.00621325,0.00621325,0.00621325
3827,5811.18,0.26751,0.23062,0.79602,0.9302,0.9527,0.98119,0.96195,0.14834,0.1472,0.75209,0.00621226,0.00621226,0.00621226
3828,5812.75,0.26419,0.23134,0.7913,0.9299,0.95349,0.98201,0.96168,0.14861,0.14701,0.752,0.00621127,0.00621127,0.00621127
3829,5814.32,0.25776,0.22613,0.79889,0.93256,0.96126,0.98346,0.96337,0.14828,0.14679,0.75195,0.00621028,0.00621028,0.00621028
3830,5815.8,0.28034,0.23616,0.80985,0.93107,0.95478,0.98121,0.96148,0.14791,0.14658,0.75198,0.00620929,0.00620929,0.00620929
3831,5817.27,0.26334,0.22857,0.79759,0.93521,0.95498,0.98123,0.96257,0.14833,0.147,0.75196,0.0062083,0.0062083,0.0062083
3832,5818.76,0.26665,0.23534,0.79218,0.93681,0.95617,0.98147,0.96526,0.14851,0.14726,0.75187,0.00620731,0.00620731,0.00620731
3833,5820.24,0.2803,0.23244,0.80134,0.93844,0.95454,0.98074,0.96446,0.14809,0.14723,0.75188,0.00620632,0.00620632,0.00620632
3834,5821.72,0.26937,0.22832,0.79645,0.94116,0.95659,0.98392,0.96633,0.14832,0.14721,0.75185,0.00620533,0.00620533,0.00620533
3835,5823.27,0.26609,0.22969,0.79679,0.935,0.95476,0.9829,0.96545,0.14784,0.14671,0.75182,0.00620434,0.00620434,0.00620434
3836,5824.76,0.28956,0.25426,0.80091,0.93666,0.94955,0.98344,0.96558,0.14728,0.14637,0.75189,0.00620335,0.00620335,0.00620335
3837,5826.23,0.27217,0.23408,0.79656,0.9298,0.95426,0.98222,0.96626,0.14761,0.14658,0.75183,0.00620236,0.00620236,0.00620236
3838,5827.84,0.25388,0.22326,0.78626,0.92885,0.95085,0.98072,0.96462,0.14748,0.14637,0.75187,0.00620137,0.00620137,0.00620137
3839,5829.36,0.28002,0.23496,0.79409,0.92916,0.95491,0.98186,0.96359,0.14724,0.14645,0.7519,0.00620038,0.00620038,0.00620038
3840,5830.91,0.25903,0.2262,0.8019,0.92235,0.95349,0.98131,0.9648,0.14747,0.14644,0.75188,0.00619939,0.00619939,0.00619939
3841,5832.38,0.26881,0.23173,0.80076,0.92764,0.9564,0.98098,0.96255,0.14737,0.14605,0.75192,0.0061984,0.0061984,0.0061984
3842,5833.88,0.27676,0.22985,0.80314,0.91684,0.95498,0.98205,0.96425,0.14734,0.14599,0.75199,0.00619741,0.00619741,0.00619741
3843,5835.31,0.25666,0.22156,0.79554,0.92445,0.95884,0.98282,0.96451,0.14777,0.14646,0.75196,0.00619642,0.00619642,0.00619642
3844,5836.75,0.28667,0.23831,0.80637,0.9208,0.96092,0.98298,0.96419,0.14768,0.14667,0.752,0.00619543,0.00619543,0.00619543
3845,5838.22,0.2693,0.23004,0.80275,0.91636,0.95755,0.98219,0.96429,0.14783,0.14663,0.75208,0.00619444,0.00619444,0.00619444
3846,5839.7,0.26026,0.22976,0.79742,0.91454,0.95764,0.98058,0.96204,0.14779,0.14661,0.75204,0.00619345,0.00619345,0.00619345
3847,5841.24,0.27548,0.23826,0.79773,0.9199,0.9587,0.98306,0.96425,0.14764,0.14691,0.75202,0.00619246,0.00619246,0.00619246
3848,5842.78,0.28017,0.23587,0.80229,0.92396,0.95995,0.98258,0.96403,0.1479,0.14668,0.75207,0.00619147,0.00619147,0.00619147
3849,5844.33,0.26428,0.22727,0.79756,0.91948,0.95633,0.97993,0.96099,0.14735,0.14685,0.75207,0.00619048,0.00619048,0.00619048
3850,5845.88,0.2705,0.23985,0.79833,0.91821,0.95743,0.98107,0.9613,0.14768,0.14665,0.75208,0.00618949,0.00618949,0.00618949
3851,5847.34,0.26204,0.22963,0.7996,0.91733,0.95741,0.98132,0.96136,0.14791,0.14682,0.75208,0.0061885,0.0061885,0.0061885
3852,5848.86,0.26914,0.23576,0.795,0.92241,0.95927,0.98156,0.9634,0.14762,0.14647,0.75211,0.00618751,0.00618751,0.00618751
3853,5850.38,0.2659,0.2404,0.79827,0.9184,0.95543,0.97998,0.96095,0.14773,0.14661,0.75207,0.00618652,0.00618652,0.00618652
3854,5851.86,0.28698,0.23827,0.80022,0.92347,0.95629,0.98136,0.96258,0.14799,0.14706,0.75208,0.00618553,0.00618553,0.00618553
3855,5853.33,0.25961,0.23038,0.79308,0.93788,0.95476,0.98086,0.9608,0.14772,0.14704,0.75207,0.00618454,0.00618454,0.00618454
3856,5854.85,0.2715,0.23599,0.79326,0.93463,0.95658,0.98275,0.96224,0.14815,0.14763,0.75198,0.00618355,0.00618355,0.00618355
3857,5856.37,0.26466,0.22343,0.8013,0.93876,0.9561,0.98037,0.96082,0.14888,0.14727,0.75196,0.00618256,0.00618256,0.00618256
3858,5857.88,0.26217,0.22579,0.79754,0.9366,0.95685,0.98217,0.96358,0.14879,0.14747,0.75187,0.00618157,0.00618157,0.00618157
3859,5859.53,0.25298,0.2244,0.79031,0.92823,0.95881,0.97967,0.96014,0.14914,0.14753,0.75185,0.00618058,0.00618058,0.00618058
3860,5860.97,0.266,0.23331,0.79589,0.92838,0.96067,0.98101,0.96345,0.14967,0.14752,0.75182,0.00617959,0.00617959,0.00617959
3861,5862.45,0.28076,0.23041,0.80228,0.92786,0.9607,0.98197,0.96441,0.14927,0.1476,0.75176,0.0061786,0.0061786,0.0061786
3862,5863.96,0.26231,0.23011,0.78954,0.93521,0.9616,0.98228,0.96373,0.14937,0.14683,0.75173,0.00617761,0.00617761,0.00617761
3863,5865.43,0.28332,0.23293,0.79617,0.92858,0.96073,0.9819,0.96227,0.14908,0.14665,0.75176,0.00617662,0.00617662,0.00617662
3864,5866.93,0.26797,0.23521,0.79258,0.92885,0.95789,0.98118,0.96257,0.14928,0.14674,0.75174,0.00617563,0.00617563,0.00617563
3865,5868.42,0.28069,0.23929,0.79296,0.92778,0.95828,0.98185,0.96142,0.14963,0.14705,0.75177,0.00617464,0.00617464,0.00617464
3866,5870.02,0.26139,0.23344,0.79959,0.93131,0.95977,0.98031,0.96059,0.14935,0.14697,0.75186,0.00617365,0.00617365,0.00617365
3867,5871.58,0.29776,0.2501,0.80427,0.93203,0.9591,0.98109,0.9613,0.14922,0.14683,0.75181,0.00617266,0.00617266,0.00617266
3868,5873.09,0.26088,0.22984,0.79435,0.93073,0.95815,0.98086,0.96263,0.14887,0.14703,0.75176,0.00617167,0.00617167,0.00617167
3869,5874.66,0.26287,0.23008,0.79184,0.93704,0.96,0.9825,0.9637,0.14881,0.14682,0.75175,0.00617068,0.00617068,0.00617068
3870,5876.15,0.26662,0.23608,0.7968,0.9361,0.95766,0.98041,0.95885,0.14856,0.14685,0.75169,0.00616969,0.00616969,0.00616969
3871,5877.58,0.27378,0.23381,0.79728,0.93485,0.95788,0.97996,0.96215,0.14786,0.1461,0.75164,0.0061687,0.0061687,0.0061687
3872,5879.08,0.28142,0.2393,0.79411,0.93573,0.95782,0.9811,0.96079,0.14781,0.14592,0.75161,0.00616771,0.00616771,0.00616771
3873,5880.52,0.27564,0.23402,0.79595,0.93749,0.95803,0.97987,0.95877,0.14735,0.14586,0.75152,0.00616672,0.00616672,0.00616672
3874,5882.08,0.2763,0.23502,0.80339,0.93692,0.95742,0.97887,0.96153,0.14684,0.14602,0.7514,0.00616573,0.00616573,0.00616573
3875,5883.56,0.2441,0.22325,0.79118,0.94097,0.95636,0.98175,0.96145,0.14701,0.14573,0.75145,0.00616474,0.00616474,0.00616474
3876,5884.97,0.29673,0.24609,0.80916,0.94088,0.95543,0.98138,0.96163,0.1469,0.14578,0.75137,0.00616375,0.00616375,0.00616375
3877,5886.52,0.26347,0.23241,0.80045,0.93984,0.95977,0.98171,0.96387,0.14734,0.14613,0.75133,0.00616276,0.00616276,0.00616276
3878,5887.98,0.27954,0.23398,0.80387,0.93711,0.95898,0.98031,0.96051,0.14735,0.14596,0.75133,0.00616177,0.00616177,0.00616177
3879,5889.65,0.27345,0.2313,0.79722,0.93781,0.95829,0.97953,0.96252,0.14759,0.14592,0.75126,0.00616078,0.00616078,0.00616078
3880,5891.14,0.2675,0.24059,0.7943,0.93695,0.95711,0.98041,0.95965,0.1479,0.14619,0.75119,0.00615979,0.00615979,0.00615979
3881,5892.65,0.2784,0.23969,0.8052,0.93887,0.96005,0.98122,0.96162,0.1477,0.14609,0.75123,0.0061588,0.0061588,0.0061588
3882,5894.15,0.26219,0.23505,0.79348,0.93928,0.95922,0.97989,0.96133,0.14836,0.14695,0.75124,0.00615781,0.00615781,0.00615781
3883,5895.69,0.27067,0.23789,0.79619,0.94304,0.96048,0.98015,0.9586,0.14941,0.14742,0.75126,0.00615682,0.00615682,0.00615682
3884,5897.16,0.29509,0.2481,0.80612,0.94096,0.95782,0.98028,0.95937,0.14922,0.14709,0.75126,0.00615583,0.00615583,0.00615583
3885,5898.6,0.25709,0.22933,0.79675,0.9408,0.95674,0.98021,0.95915,0.15003,0.14737,0.75123,0.00615484,0.00615484,0.00615484
3886,5900.12,0.26362,0.23906,0.79348,0.94006,0.95348,0.98034,0.96031,0.15019,0.14748,0.75123,0.00615385,0.00615385,0.00615385
3887,5901.62,0.27359,0.24096,0.79923,0.93781,0.95422,0.9794,0.95988,0.14964,0.14717,0.75125,0.00615286,0.00615286,0.00615286
3888,5903.12,0.24782,0.23005,0.79402,0.93793,0.9518,0.97914,0.95875,0.15031,0.14727,0.75129,0.00615187,0.00615187,0.00615187
3889,5904.66,0.26335,0.23967,0.79781,0.9347,0.95265,0.9812,0.96355,0.14996,0.14751,0.75144,0.00615088,0.00615088,0.00615088
3890,5906.19,0.30181,0.25483,0.80595,0.93272,0.95188,0.98059,0.96135,0.14941,0.14771,0.75151,0.00614989,0.00614989,0.00614989
3891,5907.65,0.2646,0.24125,0.7949,0.93459,0.9541,0.98005,0.96084,0.1498,0.14821,0.75149,0.0061489,0.0061489,0.0061489
3892,5909.18,0.26739,0.23525,0.79495,0.93664,0.95702,0.97928,0.9604,0.14946,0.14807,0.75158,0.00614791,0.00614791,0.00614791
3893,5910.64,0.26591,0.23343,0.79921,0.92738,0.95349,0.98075,0.96251,0.1491,0.1482,0.75177,0.00614692,0.00614692,0.00614692
3894,5912.09,0.27525,0.23206,0.80228,0.93277,0.95621,0.98167,0.96152,0.14954,0.14815,0.75181,0.00614593,0.00614593,0.00614593
3895,5913.59,0.27077,0.22877,0.7992,0.93046,0.95863,0.97793,0.95716,0.1495,0.148,0.75187,0.00614494,0.00614494,0.00614494
3896,5915.09,0.27686,0.23686,0.80472,0.92679,0.95718,0.9768,0.95598,0.14943,0.14782,0.75192,0.00614395,0.00614395,0.00614395
3897,5916.51,0.26471,0.22952,0.80372,0.92719,0.95882,0.97628,0.95766,0.14917,0.14762,0.75194,0.00614296,0.00614296,0.00614296
3898,5918.06,0.25805,0.22924,0.79563,0.93542,0.96079,0.97851,0.9612,0.14883,0.14709,0.752,0.00614197,0.00614197,0.00614197
3899,5919.58,0.27128,0.23571,0.79197,0.9374,0.96016,0.98127,0.96373,0.14818,0.14665,0.75196,0.00614098,0.00614098,0.00614098
3900,5921.12,0.25342,0.22192,0.7927,0.93805,0.96033,0.97994,0.96206,0.14797,0.14638,0.75196,0.00613999,0.00613999,0.00613999
3901,5922.55,0.27385,0.23766,0.79893,0.93647,0.95886,0.98119,0.96298,0.14786,0.14667,0.75186,0.006139,0.006139,0.006139
3902,5924.09,0.26403,0.23398,0.79888,0.93475,0.95964,0.98057,0.96138,0.14754,0.14644,0.75176,0.00613801,0.00613801,0.00613801
3903,5925.53,0.27678,0.23578,0.7957,0.93401,0.95544,0.98005,0.96209,0.14748,0.14631,0.75169,0.00613702,0.00613702,0.00613702
3904,5927.03,0.2793,0.23437,0.79587,0.93472,0.95549,0.98044,0.9628,0.14715,0.14602,0.75159,0.00613603,0.00613603,0.00613603
3905,5928.5,0.25733,0.22102,0.79329,0.92803,0.95464,0.98314,0.96541,0.1467,0.14606,0.7515,0.00613504,0.00613504,0.00613504
3906,5929.98,0.25676,0.2299,0.79486,0.93549,0.95357,0.98247,0.96365,0.14626,0.14553,0.75142,0.00613405,0.00613405,0.00613405
